date,mir,blue,nir,red,evi,ndvi
2007-08-29,0.31271536153606305,0.07991050188865595,0.3141044128659724,0.1996358149628646,0.1493434750927691,0.21782121255651327
2007-09-06,0.3175608291777792,0.07967701777539567,0.30970236034202203,0.1987927200529474,0.1458651348252059,0.21902936900796455
2007-09-14,0.32145911989488973,0.07951843795104174,0.30609160951868575,0.1976191937930884,0.1440148107378278,0.22090086918949986
2007-09-22,0.32351450083860384,0.07950014004332509,0.3039263762924854,0.1957964868887932,0.1452196209682896,0.22403580076634003
2007-09-30,0.32335400724412555,0.07962031863167618,0.3029878934989139,0.1931587988616228,0.1494880623515311,0.22854644568346402
2007-10-08,0.3208965956464389,0.07983234896680783,0.3026787646943981,0.18962333226006925,0.15618878496432378,0.23438027189295033
2007-10-16,0.3166791960897768,0.07997524498399214,0.3018832806605781,0.1852764115694328,0.163732869669302,0.24141787627483718
2007-10-24,0.31138340031010336,0.0798407874009964,0.2995611551645492,0.1802355925521817,0.17058847895630067,0.24974353461926127
2007-11-01,0.30548114024706524,0.0791629226465313,0.29577725253850495,0.17452164965814865,0.17687682252675654,0.26049989279277347
2007-11-09,0.2992043517016313,0.07767207463783139,0.29130570201847295,0.16807459783532414,0.18380589065583322,0.27539743991679183
2007-11-17,0.2919584098930772,0.07516552155735114,0.28866667007849917,0.1605944343103609,0.1953161145116755,0.29729354517818335
2007-11-25,0.28282500243923747,0.07149819191269852,0.29092242704845905,0.15171108691975593,0.21618303426495852,0.3292534411622333
2007-12-03,0.27055468762160717,0.06670076174598738,0.301167639556833,0.1410717292071978,0.2511690281024328,0.3736615465089182
2007-12-11,0.25398208922078047,0.060898249360280834,0.32196162410393075,0.12842668969055804,0.3041239322570127,0.4320478620283726
2007-12-19,0.23281680112249517,0.0544076216557853,0.3532909285853052,0.11398858843675551,0.37460960807555826,0.5028899338621586
2007-12-27,0.2073427273451832,0.04762423883118836,0.3936967252303257,0.09823313001863014,0.4597656522271798,0.5830191109158057
2008-01-04,0.1792961493691858,0.04103646628121533,0.4386072048308252,0.08221163775221059,0.5514788181605805,0.6658939298090727
2008-01-12,0.1512907139880771,0.035138596194084534,0.4819185942033948,0.0672662660137844,0.6390016537005668,0.7433139553702076
2008-01-20,0.12663938731970079,0.03038600689389058,0.5166076158564208,0.054921259524816066,0.7099542975022277,0.8060852919270844
2008-01-28,0.10826212566931426,0.027122901838583086,0.5370030764405032,0.046436102320865806,0.7542186876447473,0.8465847831710493
2008-02-05,0.09830415376411755,0.02551516160853584,0.5398364837137136,0.042598378432701436,0.7657154028709476,0.8599751363418174
2008-02-13,0.09777784398293388,0.025572978022000297,0.5243945052145247,0.043643415660724535,0.7428540442113705,0.8447018508760472
2008-02-21,0.1059509245153828,0.02707848702658494,0.49378301101249955,0.048971897475594085,0.6907883625747196,0.8041774221630501
2008-02-29,0.1211243565287065,0.029701334730431406,0.4526991813502885,0.05756316823928611,0.6177232139488585,0.7444333361177938
2008-03-08,0.1402971641783749,0.03296367466516881,0.4078197827959242,0.06784190445888429,0.5357587792003454,0.6749871923631731
2008-03-16,0.16040921887760196,0.036386776507991346,0.36526076559464515,0.07825924490930908,0.45630908602945675,0.6053470687472063
2008-03-24,0.17852540772455197,0.03951597535149236,0.32987252308301035,0.0874055479352703,0.38898576817842057,0.5444039509873903
2008-04-01,0.1924894735434821,0.04200691975898444,0.3046132149447342,0.09428797555531741,0.3400385290842428,0.4985412758184928
2008-04-09,0.20141331312131283,0.04369429748704873,0.28952753572389817,0.09858047703745663,0.31046106463237505,0.47009183715860253
2008-04-17,0.2053017308813999,0.04455807675562841,0.28324549233684815,0.10041021703174557,0.2983010933625765,0.4584654282804456
2008-04-25,0.20542180564754614,0.044788483811698365,0.2825522542276557,0.10054130090587551,0.2976256637003866,0.45892315897810027
2008-05-03,0.20337763663890274,0.04465525826453531,0.28428350813217995,0.09990050883900244,0.30210029255334153,0.46562332075313556
2008-05-11,0.20111732416670972,0.04452389729272346,0.28566849896177476,0.09957575694659952,0.305398972661703,0.4716072734662273
2008-05-19,0.20028188516279238,0.044725133390019184,0.2849250064370655,0.10047912434227171,0.3029119029885051,0.47119971077450856
2008-05-27,0.20194676679244322,0.04551572706719878,0.281835039607101,0.10320449152456636,0.29286237460175596,0.4610399847432806
2008-06-04,0.20665255994228743,0.04704548702083617,0.27694598210007787,0.10804148849041866,0.27532055764974955,0.44003363586451627
2008-06-12,0.21415117232302894,0.04929981482781337,0.2718049376840811,0.11483029764516844,0.2529295513054011,0.4104401927156921
2008-06-20,0.22388954882104634,0.05217965506780273,0.2679334306386278,0.12322785874200642,0.22882653330124358,0.37574720559530667
2008-06-28,0.23494335190273377,0.055474250795226984,0.2666434058526208,0.13266395405254683,0.20653142801232355,0.34090014664468066
2008-07-06,0.24645700888910935,0.05897382986115893,0.2687436642488757,0.14260004012919192,0.18874280261863527,0.3101430597305859
2008-07-14,0.2577508622239063,0.062489166724132864,0.27424824537074066,0.15258813200122373,0.17673810107315255,0.2863114066638118
2008-07-22,0.2684074424212344,0.06589448651575996,0.282773248510148,0.16233361907747368,0.17070276304495616,0.27054856645163305
2008-07-30,0.2784119322567452,0.06916506739297254,0.2934119699170484,0.17177955458002486,0.16926090580975797,0.2614474183910035
2008-08-07,0.2878983445953214,0.07231842188787968,0.3052806633630193,0.18096447755815045,0.17077480914234944,0.2569192160984753
