date,mir,blue,nir,red,evi,ndvi
2014-09-14,0.10486548793474104,0.02457024257294535,0.26807279429696595,0.051281688200426126,0.3927871893841736,0.6721307221483572
2014-09-22,0.10684493006770285,0.025910671316964035,0.27898527858272343,0.052437852960509276,0.40706022514662993,0.6790892506196199
2014-09-30,0.1083414479858966,0.027348504408938115,0.2898025361620075,0.053580585930292315,0.4213713259407666,0.686318924363666
2014-10-08,0.10891567868653959,0.028970691032589077,0.30038598097289004,0.054695249708194435,0.43568064589072425,0.6940187867482321
2014-10-16,0.10827463976018523,0.0308292333335144,0.31045515077594166,0.05576340350368547,0.4496919005388834,0.7021489094178377
2014-10-24,0.10629918596164378,0.032941383418332984,0.31968797561678874,0.05677170359459448,0.4629789475797468,0.7104930673707655
2014-11-01,0.10333571082188467,0.03523528395415447,0.32772522785770236,0.05772612697397507,0.47487000147345704,0.7184257945871666
2014-11-09,0.09987590007277256,0.03761230620507549,0.334257723440106,0.05864315876327113,0.4846992946348014,0.7252502961321585
2014-11-17,0.09656265715832044,0.039948232577996005,0.33916638714223313,0.059560208482194225,0.4919925309561932,0.7303219311146
2014-11-25,0.09397210103156939,0.042130906269543494,0.3424606742803833,0.06051810816771808,0.4964823086593536,0.7331734992532681
2014-12-03,0.09235712265771621,0.04410528672630091,0.34443846913592396,0.06155429377713925,0.4984451455675524,0.7338819520540345
2014-12-11,0.09178423886897982,0.04584503584851089,0.3454824939168496,0.06269436741522366,0.4983727740024509,0.7327706613969387
2014-12-19,0.09193543893887912,0.04737781911563496,0.3460522197661012,0.0639274590651133,0.4970825809843745,0.730590486451149
2014-12-27,0.09240328673965761,0.04873388603968766,0.3465458736662347,0.06521728774481261,0.4953878983702356,0.7281455353952043
2015-01-04,0.09275972236745157,0.04991256244793424,0.3471005597125128,0.06646840185060705,0.49385252376802274,0.726109681025306
2015-01-12,0.09271949320168124,0.05085432789424521,0.34758133250650863,0.06753709096901994,0.49268491860280844,0.7248937968834501
2015-01-20,0.09217553469118167,0.05143677809984666,0.34759558429411513,0.06823715211081396,0.49173199194230494,0.7246280786973067
2015-01-28,0.09114468466699603,0.05150593898856005,0.34669553786219875,0.06837361293041361,0.4907096679360583,0.7253579104751444
2015-02-05,0.0897742229791679,0.05087718828375527,0.34439501319403737,0.06774612122019073,0.48921367743552224,0.7270557408783634
2015-02-13,0.08815676840615733,0.049416605877531015,0.3404131914018668,0.06620490788459055,0.48703433454083966,0.7298548543186222
2015-02-21,0.08630758341264651,0.04705628071713094,0.33472301927782966,0.0636640389405455,0.4842071727086752,0.7340843121240666
2015-03-01,0.08414812844501042,0.043840639263868476,0.3275546539593694,0.06014547406623669,0.48097337718907335,0.7401058772773447
2015-03-09,0.08149851372656607,0.03994448140204279,0.31942349861346314,0.0557973937162853,0.4777928443994194,0.7482903970391883
2015-03-17,0.07826487513469702,0.035626716260357905,0.31088366456203126,0.050876286892618125,0.4749902538877112,0.7586067392085017
2015-03-25,0.07447012657496685,0.03123499882184307,0.3025066495860907,0.045757671032954784,0.4727019328664949,0.770530606568934
2015-04-02,0.07035491437204436,0.027099726598480294,0.294668099043091,0.04084008489006129,0.4707079635734086,0.7830092349568474
2015-04-10,0.0664092423277786,0.02352069694656215,0.28750563937869894,0.03653672929773383,0.4683803665826403,0.7944053399993192
2015-04-18,0.0631726124428744,0.02069332516466418,0.280980485040056,0.03315912439417543,0.46501202988812634,0.8031072053118702
2015-04-26,0.06121439050963985,0.018688685569265846,0.274865974425115,0.030892191093367022,0.4598486880582345,0.8076045266410968
2015-05-04,0.06083312405809231,0.01747285808584342,0.2689905543259659,0.029758740222167353,0.45256630202567033,0.8071584364002172
2015-05-12,0.06199463184367691,0.01689653954938422,0.2632684074394348,0.029596904149479106,0.44336921183765815,0.8019595575372646
2015-05-20,0.06434007069234274,0.0167826918674132,0.25780694769941614,0.03015534599121155,0.43297329688755015,0.7930014924140224
2015-05-28,0.06715479971911041,0.016932061929615407,0.25293616527256585,0.031093473049914888,0.42265476539269814,0.782150426701038
2015-06-05,0.06976808559181613,0.01719935273003564,0.24903170091199645,0.03213774233466209,0.41362155768628883,0.7711738087177733
2015-06-13,0.07160381368407212,0.017507021685280733,0.24649842150504553,0.03310605123705532,0.4069334787331696,0.761620836868981
2015-06-21,0.07254291062514376,0.017851501992067333,0.2455225330309055,0.033981563705372114,0.40292538956205515,0.7540048751163599
2015-06-29,0.07301140270872195,0.01831223539038236,0.24602122114691177,0.03493881042023697,0.40106611961297195,0.7476039643669076
2015-07-07,0.07382919794995524,0.01899574123354671,0.2476482589727907,0.036253436452359046,0.4001644926960537,0.7407953417022393
2015-07-15,0.07623324192993793,0.020032909154659873,0.24976744566398235,0.03830316111097278,0.3983232012989928,0.7309989883676266
2015-07-23,0.08129216583204041,0.021516311610222515,0.25174379194757396,0.04138882683194642,0.39382260845547157,0.7159473490986479
2015-07-31,0.08982264742476251,0.023489274215923305,0.2529755007632126,0.0457062539410117,0.38523738469301494,0.6938594302839713
2015-08-08,0.10200601774813328,0.025929171676227096,0.25314519296614413,0.05125702150961883,0.372053969491603,0.6642818668996597
2015-08-16,0.11728040134336662,0.028738362610052116,0.25227599118918304,0.05781809429461421,0.3548321818109576,0.6283180915606503
2015-08-24,0.1346931383533912,0.03179047033672381,0.250620219415458,0.0650618916875826,0.3347454617079458,0.5879125327441632
